Date,Link,Message
2025-12-01 20:23:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7401334796271947777,Ben Guo maybe this winter I get some of those founder/VC capabilities rolled out. Seems like it's the right audience!
2025-12-01 18:15:25,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7401288634454327296,"👋 -- I think you'll love wearing our \"Death to the Resume\" shirts"
2025-11-28 23:10:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7400305376992129025,"People are sleeping on Zo Computer's tech. 

Their chill vibes belies some seriously hardcore engineering. 

I've been able to do stuff with Zo that I could never imagine doing with any agentic product--be in Manus or Atlas."
2025-11-24 23:53:11,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7398780614881026048,Ameeda Choudhury thank you!
2025-11-24 19:53:21,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7398780614881026048,"Also, life's too short to be reading terrible resumes.

DM me if you want to spend less time only reading the best resumes. We can make that happen at www.mycareerspan.com"
2025-11-24 19:52:46,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7398780614881026048,"Thanks a bunch, Marvin VC + Jake Gates for the kind edit!"
2025-11-24 19:51:59,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7398780614881026048,Appreciate it my guy!
2025-11-24 19:51:53,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7398780614881026048,Yuvraj Singh Shergill Thanks a bunch!
2025-11-24 00:26:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7398406481936617473,"Nuts, I'm regularly guilty of number one, and I didn't realize it was annoying.

any suggestions for an alternative in the \" hope you've been well\" genre?"
2025-11-22 19:23:46,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7397843005757587457,🤫 Andy Mowat keep killing it!
2025-11-22 19:23:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7397843005757587457,Why doesn't the big podcaster not simply eat the smaller one?
2025-11-21 19:58:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7397697981367349248,"Here for this come up, and there's a long way to go yet!"
2025-11-20 20:18:34,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7397336791181139968,"Adam Harder - keep kicking ass, my guy!"
2025-11-19 19:27:49,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7396942161235165184,only product where every use case you care can be a killer use case on Zo!
2025-11-19 19:07:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7396435289897844737,"Charlotte von Essen - my company, Careerspan , uses the Socratic method to help people become better advocates for themselves! We've built a product out to log over two thousand hours of conversational coaching and going strong!"
2025-11-19 16:39:20,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7396935029639241728,"hahah y'all too cracked appreciating bug reports, goddamn. I love it."
2025-11-19 16:20:01,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7396935029639241728,"My favorite AI product of 2025, and it's not even close.

Zo breaks your priors about computing and technical ceilings in the most wonderful way. 

Congratulations on building something marvellous Ben Guo, Rob Cheung, and the wonderful folks at Zo Computer"
2025-11-18 02:57:03,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7396290515744452609,You're going to kick all sorts of ass there!
2025-11-17 22:30:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7393419688472621056,Registered!
2025-11-15 16:14:09,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7389673137858199552,You're a rockstar! Sad to see you go but thrilled to see you grow. Best of luck.
2025-11-12 16:27:01,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7394004700737523712,"🤫 Andy Mowat if that's your style, then you'll love, zo! I'll send you a demo that shows why"
2025-11-11 16:58:50,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7393967788626747392,"Olivia Lara-Gresty \"Try to get a word in edgewise around a founder\" challenge: impossible!"
2025-11-11 15:13:56,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7394004700737523712,"For anyone that wants to check out Zo! https://zo.computer?promo=VRIJEN20"
2025-11-11 13:48:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7393419688472621056,JUNTOCLUB
2025-11-07 22:33:06,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7392668734248652800,Kiara Kolaczyk you rang?
2025-11-07 20:11:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7392647916185829377,Kim Wilkes you are so the best!!
2025-11-07 19:48:48,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7392568626987339776,Pam Kavalam you are the best! Cc: @logan
2025-11-06 23:01:33,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7391844536907431937,"Oh hey look it's two of my favorite people in tech making all the sense in the world.

Entirely unsurprising behavior from Asher King-Abramson  and Elena Agaragimova"
2025-11-06 21:41:08,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7392288940080181248,Go kick ass my guy
2025-11-06 15:30:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7391904165029081088,"Tim He I'll explain later, Grandpa, get in the car"
2025-11-06 05:44:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7392052353090347008,Inb4 the Democratic Zocialists Of America take power
2025-11-06 03:17:26,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7391864231031119872,"Keep on crushing it, my guy!"
2025-11-06 03:15:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7389667758134956032,Emily Nelson de Velasco We need to find an open mic night whenever the other is in town
2025-11-06 03:15:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7389667758134956032,"Darian Bailey thank you, my friend. Such a pleasure meeting you!"
2025-11-04 17:54:46,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7384223047022518295,"Thanks for the co-sign!

Andrew Yeung - we're well-capitalized for now, but I bet all those companies are looking to hire (probably in stealth).

Check in with Jacob Solano, I gave him a brief!"
2025-11-03 00:41:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7387133112884858880,The old ways are often the best
2025-11-02 16:51:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7390749592834711552,"Harshita S. Fair. It's certainly a cool concept, and I can see how I've executed correctly it's a step beyond being purely customer-centric. At the same time, I can see how the term is being abused for the point made in this post."
2025-11-02 14:25:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7390749592834711552,FDE = A solution architect that works out of your client's office? Or am I missing something?
2025-10-31 18:16:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7390055444909785088,"As a society, we only talk about networking in the context of getting something out of people as opposed to just doing it because you enjoy it. 

No coincidence that the best networkers never make interactions feel transactional. It's because that's not the point. 

Really doesn't have to be this horrendous Machiavellian thing."
2025-10-30 22:22:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7389667758134956032,"David Speigel 🔮 They're looking into it. We'll try to make it happen, man!"
2025-10-30 21:05:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7389721695281967105,Albert Chun 🙏 it'll be my pleasure
2025-10-30 19:46:08,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7389721695281967105,"To learn is to do! 

Excited to show folks the many unlocks Zo can offer."
2025-10-30 15:51:40,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7389687597503025152,haha that's high praise coming from you man Ben Guo. Thrilled to join!
2025-10-30 14:40:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7389650475568078848,"What most people don't realize: recruiters spent 5 seconds on your resume *to decide* whether they're going to spend an additional 30 seconds on your resume.

That's a very narrow window of opportunity to prove you're worth paying attention to

Tl;Dr: Don't give people even more (stupid) reasons to exclude you from their hiring process"
2025-10-30 14:21:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7389667758134956032,"https://luma.com/vllcavfc"
2025-10-30 01:50:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7389390271110733824,🤫 Andy Mowat he has various strategies he can teach you.... For a price.
2025-10-30 01:50:08,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7389390271110733824,"Bonnie Dilber \"hi great job! except you're doing a terrible job. You should pay me\" 

Works every time."
2025-10-30 01:48:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7389390271110733824,🤫 Andy Mowat it's his various strengths and such
2025-10-28 02:30:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7388735872206274560,"We work on our careers at the exact wrong times!

We try to build a network when we should have one warmed up and ready to go.

We try to update our resume after we've already emotionally given up on our current roles. 

Folks forget that their career is like their health -- an ounce of preventive care beats a pound of emergency treatment every time. 

Hell, that's why we're called Careerspan!"
2025-10-27 19:55:54,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7388630666617413632,Rig up a vision system to downshift you to a crappier model if you break from
2025-10-27 11:31:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7388462063649583104,Congratulations man! This is so awesome!
2025-10-25 17:14:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7387528048973225984,"P.S. Here's what you're signing up for 👀

https://docs.google.com/document/d/1o2kaczF7FL_TaXMaaWMWcJ5jbkA8_9--dbbbJ3kIgrw/edit?tab=t.0#heading=h.bnk3t8nz9rjz"
2025-10-25 16:46:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7387528048973225984,Eric Alexander Espinel haha DM'ing you now! You're actually perfect for this with the pro-neurodiversity work you've been doing.
2025-10-25 16:45:21,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7387528048973225984,"Jacob Solano thanks man!"
2025-10-25 16:44:48,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7387528048973225984,"Thank you all so much for volunteering as tribute!

I'm just putting a few things in place so I don't miss anyone.

Watch this space!"
2025-10-24 13:57:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7387486639322791936,https://us06web.zoom.us/webinar/register/WN_x2Lpv3pJR_WemJD_nzNk9w
2025-10-22 05:14:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7386608448597262338,YOU'RE GONNA DO GREAT!
2025-10-21 21:54:00,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7381728900546056192,#samesamebutdifferent
2025-10-21 14:15:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7386154503533838336,Cc Careerspan
2025-10-20 14:12:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7386031475739086848,Uptime always beats downtime
2025-10-19 02:19:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7385439981852438528,We actually have a couple of founding engineer positions open if he's interested in that DM me
2025-10-19 02:19:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7385439981852438528,Get him on Careerspan ! https://app.mycareerspan.com/create-account?oid=202oEi9w
2025-10-16 03:38:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7383933744589721600,"Congratulations on going all-in, friend! Rooting for ya"
2025-10-14 15:54:08,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7383871554658476032,"Start 'em young, I say!"
2025-10-14 10:44:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7383664095549587456,Go Holly and Team MatchBox!
2025-10-12 19:58:02,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7374130556596436993,Julia Dixon grabbing the popcorn!
2025-10-12 11:38:02,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7373316214690885632,Huge news—congratulations!!
2025-10-11 22:18:31,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7374130556596436993,Is this on yt?
2025-10-10 12:26:47,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7381367336215220224,Congrats dude! What a great community to help grow. You're gonna do great!
2025-10-10 12:25:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7382146445698555904,Is that all I am to you? A number on the dashboard?
2025-10-09 18:07:46,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7381342636311379968,"Thanks for featuring us, Nicolas Bombourg !"
2025-10-07 22:30:11,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7381450053166473216,Thoughts and prayers
2025-10-03 20:32:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7379955947953352704,Some women just want to see the world learn..
2025-10-03 01:07:09,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7379511217066778624,Just sell the employers while giving away your consumer product for free. It's what all the cool Kwisatz Haderach are doing...
2025-10-01 22:34:46,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7379258359880896514,"Crushing it, my dude!"
2025-10-01 21:39:15,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7379165110486867968,This is badass as hell
2025-09-29 19:36:05,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7378500129240014848,"Good going, you rockstar you!"
2025-09-29 19:06:24,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7378503217321533440,Kim Wilkes THANK YOU!
2025-09-29 19:05:41,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7378503217321533440,"Hey -- Kim Wilkes! I'm so thrilled that you've had a great experience with Careerspan. It's a labor of love for me and the team, and reactions like yours make everything so worth it. Thank you for the signal boost!

Also, just because I know you've got a lot of people you like to help, here's a private signup link for your followers: https://app.mycareerspan.com/create-account?oid=kimsaysrelax :) [Code: kimsaysrelax]

If you want to learn more about us first, go to www.mycareerspan.com!"
2025-09-29 18:04:33,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7378478458361880577,"I forgot the exact ratios but only a third of what LinkedIn makes is from premium and I believe 2/3 is from sales, navigator and other HR recruiting tools. So not only are they charging both sides of the equation quite exorbitantly, they're also blatantly screwing the experience for both sides to continue doing so at the maximum rate"
2025-09-29 17:51:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7378483617402044416,Tim He - worry not! I've got my best people hard at work on cloning tech --  Careerspan's secret 3rd act biotech pivot incoming
2025-09-29 17:47:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7378483617402044416,"Congratulations to you and Twill, Tim He !"
2025-09-26 20:12:06,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7372659405538050049,#armyofdavids
2025-09-25 17:29:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7376983383261847552,Zo's is the first product community I've ever joined! Love seeing y'all build in public.
2025-09-25 15:19:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7376973819057430528,✊
2025-09-23 21:27:53,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7376169291504803840,I stand by every word!
2025-09-19 15:00:48,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7374567150478483457,"Bonnie Dilber nothing better than a \"riches to even more riches\" story"
2025-09-16 18:42:37,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7373735623297495042,"....he said, quietly confident of the outcome"
2025-09-16 18:41:39,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7373735623297495042,Logan Currie how about you let me even the score between us with another bet for who's ahead by the end of the month?
2025-09-14 23:22:09,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7373092678508527616,Hey Jo - I do some pretty nifty stuff just through clients like ChatGPT: from hacking personalization character limits to creating a daily digest of user research insights. Let me know how I can help!
2025-09-12 22:40:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7372395024182943744,Congratulations!!
2025-09-12 17:35:09,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7372294422970974208,Excellent choice. This has slowly become my favorite movie of all time.
2025-09-12 16:21:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7372277058548187136,"Alex Pall  The bar is in hell when it comes to recommending candidates a half decent job (or recommending a suitable aligned candidate for a given role for that matter). 

Not to worry though, we're on the case ;)"
2025-09-10 18:22:27,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7371587198980104193,"Job hugging is just shifting the blame on employees and creating a boogeyman that is irrelevant. To your point, it's on management to identify poor performance or culture fits, no on employees to out themselves on the basis of unreciprocated loyalty"
2025-09-10 17:36:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7371589206952857600,Stoked to be a part of CT!
2025-09-10 17:35:31,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7371576445766311937,Game changer!
2025-09-09 20:10:21,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7371228965820219392,Jillian Di Benedetto -- I hear it all the time: employers want unicorn hires at donkey's wages
2025-09-09 15:05:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7371190237785640960,"I try to cancel every subscription I own at least twice a year just to keep my favorite tools on their toes. 

I'm watching you, Superhuman."
2025-09-08 21:50:29,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7370856607632596992,"Varun Rana Mihir Deo you're both haters. Rohan worked his way up from the smallest, most cramped executive suite at his dad's megacorp, riding on nothing but his smarts, his hard work, and his father's reputation for being a vengeful bastard if crossed."
2025-09-08 19:53:56,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7370905511484956672,Logan Currie I hold booths and I know things
2025-09-06 01:45:18,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7369887581502709761,Look at you go! So proud
